controller,time,psi,dpsi,u,action
PID,19.900000000000013,0.02721807719160723,-0.04974487114711581,0.0,0.0
PID,20.000000000000014,0.0215818477186879,-0.05636229472919331,0.0,0.0
PID,20.100000000000016,0.016863897525550363,-0.04717950193137534,0.0,0.0
PID,20.200000000000017,0.011847259011465893,-0.05016638514084469,0.0,0.0
PID,20.30000000000002,0.007430771720162838,-0.04416487291303055,0.0,0.0
PID,20.40000000000002,0.003913554060930795,-0.03517217659232043,0.0,0.0
PID,20.50000000000002,0.00035936011351592537,-0.035541939474148694,0.0,0.0
PID,20.600000000000023,-0.0023646705179596007,-0.02724030631475526,0.0,0.0
PID,20.700000000000024,-0.004844755215121161,-0.02480084697161561,0.0,0.0
PID,20.800000000000026,-0.006923613416627684,-0.02078858201506522,0.0,0.0
PID,20.900000000000027,-0.009489149943461034,-0.0256553652683335,0.0,0.0
PID,21.00000000000003,-0.013401786008766237,-0.03912636065305202,0.0,0.0
PID,21.10000000000003,-0.01670967237044803,-0.03307886361681795,0.0,0.0
PID,21.20000000000003,-0.02046059670245341,-0.03750924332005378,0.0,0.0
PID,21.300000000000033,-0.024259548111281205,-0.03798951408827794,0.0,0.0
PID,21.400000000000034,-0.028099814846800367,-0.03840266735519163,0.0,0.0
PID,21.500000000000036,-0.03168811992303678,-0.03588305076236412,0.0,0.0
PID,21.600000000000037,-0.03507499843906776,-0.033868785160309764,0.0,0.0
PID,21.70000000000004,-0.037847358871447044,-0.02772360432379285,0.0,0.0
PID,21.80000000000004,-0.041118748097357265,-0.032713892259102206,0.0,0.0
PID,21.90000000000004,-0.04267780362069585,-0.015590555233385848,0.0,0.0
PID,22.000000000000043,-0.04505781163954738,-0.023800080188515274,0.0,0.0
PID,22.100000000000044,-0.04742346217761569,-0.023656505380683156,0.0,0.0
PID,22.200000000000045,-0.04822658290798305,-0.00803120730367355,0.0,0.0
PID,22.300000000000047,-0.04851993504265757,-0.0029335213467452693,0.0,0.0
PID,22.40000000000005,-0.04837799032648295,0.001419447161746237,0.0,0.0
PID,22.50000000000005,-0.04831513084864769,0.0006285947783525265,0.0,0.0
PID,22.60000000000005,-0.0461886319468168,0.02126498901830889,0.0,0.0
PID,22.700000000000053,-0.04323375966938571,0.029548722774310924,0.0,0.0
PID,22.800000000000054,-0.04052297461036923,0.027107850590164784,0.0,0.0
PID,22.900000000000055,-0.03873394808690511,0.01789026523464122,0.0,0.0
PID,23.000000000000057,-0.03809283106427703,0.006411170226280839,0.0,0.0
PID,23.10000000000006,-0.03908991545997081,-0.00997084395693779,0.0,0.0
PID,23.20000000000006,-0.039388210706587164,-0.0029829524661635813,0.0,0.0
PID,23.30000000000006,-0.03951508886243178,-0.0012687815584461926,0.0,0.0
PID,23.400000000000063,-0.04033246783972101,-0.008173789772892277,0.0,0.0
PID,23.500000000000064,-0.040721999552276865,-0.0038953171255585086,0.0,0.0
PID,23.600000000000065,-0.04137609481969302,-0.006540952674161554,0.0,0.0
PID,23.700000000000067,-0.04239340888597935,-0.010173140662863366,0.0,0.0
PID,23.800000000000068,-0.04358477214485265,-0.011913632588733004,0.0,0.0
PID,23.90000000000007,-0.044067397184871564,-0.004826250400189098,0.0,0.0
PID,24.00000000000007,-0.044159677134733726,-0.0009227994986216112,0.0,0.0
PID,24.100000000000072,-0.04469920774196801,-0.005395306072342866,0.0,0.0
PID,24.200000000000074,-0.044284274508730355,0.004149332332376572,0.0,0.0
PID,24.300000000000075,-0.04645562254611506,-0.021713480373847037,0.0,0.0
PID,24.400000000000077,-0.048031678361825675,-0.015760558157106145,0.0,0.0
PID,24.500000000000078,-0.0481514463840886,-0.0011976802226292445,0.0,0.0
PID,24.60000000000008,-0.04731013932052603,0.008413070635625736,0.0,0.0
PID,24.70000000000008,-0.045947521216260535,0.013626181042654981,0.0,0.0
PID,24.800000000000082,-0.043170036877061085,0.02777484339199448,0.0,0.0
PID,24.900000000000084,-0.04048967125708355,0.026803656199775372,0.0,0.0
PID,25.000000000000085,-0.03801530966221405,0.02474361594869498,0.0,0.0
PID,25.100000000000087,-0.03510882706265596,0.029064825995580926,0.0,0.0
PID,25.200000000000088,-0.033656112003163756,0.014527150594922046,0.0,0.0
PID,25.30000000000009,-0.031973428264471825,0.01682683738691932,0.0,0.0
PID,25.40000000000009,-0.031122955003049374,0.008504732614224514,0.0,0.0
PID,25.500000000000092,-0.030443525193625767,0.006794298094236071,0.0,0.0
PID,25.600000000000094,-0.031791083960908184,-0.013475587672824158,0.0,0.0
PID,25.700000000000095,-0.03375655670526585,-0.0196547274435767,0.0,0.0
PID,25.800000000000097,-0.03481680720731262,-0.010602505020467619,0.0,0.0
PID,25.900000000000098,-0.03458841417794193,0.0022839302937068366,0.0,0.0
PID,26.0000000000001,-0.03375436310440901,0.008340510735329189,0.0,0.0
PID,26.1000000000001,-0.03269683562870648,0.010575274757025297,0.0,0.0
PID,26.200000000000102,-0.02988768814633768,0.028091474823688005,0.0,0.0
PID,26.300000000000104,-0.027416089700860992,0.024715984454766866,0.0,0.0
PID,26.400000000000105,-0.02551128705110065,0.019048026497603433,0.0,0.0
PID,26.500000000000107,-0.02425942519676684,0.012518618543338102,0.0,0.0
PID,26.600000000000108,-0.023282513478272333,0.00976911718494509,0.0,0.0
PID,26.70000000000011,-0.022541375131205733,0.007411383470665988,0.0,0.0
PID,26.80000000000011,-0.021862597147907063,0.006787779832986699,0.0,0.0
PID,26.900000000000112,-0.020419395219300602,0.0144320192860646,0.0,0.0
PID,27.000000000000114,-0.017877408174219907,0.02541987045080694,0.0,0.0
PID,27.100000000000115,-0.015595003951085123,0.022824042231347822,0.0,0.0
PID,27.200000000000117,-0.01375769036444274,0.018373135866423834,0.0,0.0
PID,27.300000000000118,-0.01028934638859533,0.03468343975847409,0.0,0.0
PID,27.40000000000012,-0.006827504792244029,0.03461841596351302,0.0,0.0
PID,27.50000000000012,-0.0029862687403777507,0.03841236051866278,0.0,0.0
PID,27.600000000000122,0.0015566293163202507,0.04542898056698001,0.0,0.0
PID,27.700000000000124,0.0034668653353660418,0.019102360190457912,0.0,0.0
PID,27.800000000000125,0.006673855304133589,0.03206989968767547,0.0,0.0
PID,27.900000000000126,0.009487446602859582,0.02813591298725992,0.0,0.0
PID,28.000000000000128,0.013108332699045742,0.0362088609618616,0.0,0.0
PID,28.10000000000013,0.017902186379364887,0.04793853680319147,0.0,0.0
PID,28.20000000000013,0.022379385280915036,0.044771989015501466,0.0,0.0
PID,28.300000000000132,0.026662651660036035,0.04283266379121001,0.0,0.0
PID,28.400000000000134,0.029577487885026177,0.02914836224990143,0.0,0.0
PID,28.500000000000135,0.0328255796323907,0.03248091747364529,0.0,0.0
PID,28.600000000000136,0.03646917356048454,0.03643593928093839,0.0,0.0
PID,28.700000000000138,0.03949463226821039,0.03025458707725853,0.0,0.0
PID,28.80000000000014,0.04210104620868539,0.026064139404749963,0.0,0.0
PID,28.90000000000014,0.045603899338899904,0.03502853130214514,0.0,0.0
PID,29.000000000000142,0.05058302383074378,0.04979124491843872,0.0,0.0
PID,29.100000000000144,0.05376343610699348,0.03180412276249703,0.0,0.0
PID,29.200000000000145,0.05547172538141774,0.01708289274424256,0.0,0.0
PID,29.300000000000146,0.058775465243468175,0.03303739862050441,0.0,0.0
PID,29.400000000000148,0.06190698069713433,0.031315154536661574,0.0,0.0
PID,29.50000000000015,0.06617977266053711,0.04272791963402774,0.0,0.0
PID,29.60000000000015,0.06868248172313304,0.025027090625959324,0.0,0.0
PID,29.700000000000152,0.07019950513981903,0.01517023416685986,0.0,0.0
PID,29.800000000000153,0.07190362788699393,0.017041227471749083,0.0,0.0
PID,29.900000000000155,0.0740872320443776,0.021836041573836635,0.0,0.0
PID,30.000000000000156,0.07365703190983588,-0.004302001345417219,0.0,0.0
PID,30.100000000000158,0.07325432508283765,-0.004027068269982433,0.0,0.0
PID,30.20000000000016,0.07243698688921706,-0.0081733819362059,0.0,0.0
PID,30.30000000000016,0.07238321268097109,-0.0005377420824596467,0.0,0.0
PID,30.400000000000162,0.07266700835117106,0.0028379567019997,0.0,0.0
PID,30.500000000000163,0.07323286591999725,0.005658575688262,0.0,0.0
PID,30.600000000000165,0.07255400199195515,-0.006788639280420965,0.0,0.0
PID,30.700000000000166,0.07055670431578985,-0.019972976761653022,0.0,0.0
PID,30.800000000000168,0.067570696851155,-0.029860074646348565,0.0,0.0
PID,30.90000000000017,0.06492321833619927,-0.026474785149557235,0.0,0.0
PID,31.00000000000017,0.06258820961138341,-0.02335008724815861,0.0,0.0
PID,31.100000000000172,0.06029894866997485,-0.022892609414085566,0.0,0.0
PID,31.200000000000173,0.056701537639358215,-0.03597411030616638,0.0,0.0
PID,31.300000000000175,0.051778244775758854,-0.04923292863599361,0.0,0.0
PID,31.400000000000176,0.046592897406919784,-0.051853473688390724,0.0,0.0
PID,31.500000000000178,0.04175622904760354,-0.048366683593162485,0.0,0.0
PID,31.60000000000018,0.03833578997632834,-0.034204390712752,0.0,0.0
PID,31.70000000000018,0.03584936368905256,-0.0248642628727578,0.0,0.0
PID,31.800000000000182,0.03377747700790435,-0.020718866811482106,0.0,0.0
PID,31.900000000000183,0.031809920419043215,-0.019675565888611326,0.0,0.0
PID,32.000000000000185,0.030023280224416655,-0.01786640194626562,0.0,0.0
PID,32.100000000000186,0.026598283274242705,-0.0342499695017395,0.0,0.0
PID,32.20000000000019,0.02391355429432346,-0.02684728979919244,0.0,0.0
PID,32.30000000000019,0.020933057362059734,-0.02980496932263726,0.0,0.0
PID,32.40000000000019,0.015858160058471616,-0.05074897303588119,0.0,0.0
PID,32.50000000000019,0.010430566614047843,-0.05427593444423774,0.0,0.0
PID,32.60000000000019,0.006179490069428043,-0.04251076544619799,0.0,0.0
PID,32.700000000000195,0.0031792778653473167,-0.030002122040807263,0.0,0.0
PID,32.800000000000196,-4.993939514110618e-06,-0.03184271804861427,0.0,0.0
PID,32.9000000000002,-0.003503273469738986,-0.03498279530224875,0.0,0.0
PID,33.0000000000002,-0.0038712572206447355,-0.003679837509057496,0.0,0.0
PID,33.1000000000002,-0.00435191633559529,-0.004806591149505551,0.0,0.0
PID,33.2000000000002,-0.0028508382944913173,0.015010780411039726,0.0,0.0
PID,33.3000000000002,-0.0007135882375152993,0.02137250056976018,0.0,0.0
PID,33.400000000000205,0.0013910986128906119,0.02104686850405911,0.0,0.0
PID,33.500000000000206,0.003670212067121803,0.02279113454231191,0.0,0.0
PID,33.60000000000021,0.00647230956737133,0.02802097500249527,0.0,0.0
PID,33.70000000000021,0.008855807598431006,0.023834980310596762,0.0,0.0
PID,33.80000000000021,0.010780296178527922,0.01924488580096915,0.0,0.0
PID,33.90000000000021,0.011427641081346418,0.006473449028184969,0.0,0.0
PID,34.00000000000021,0.01214311196982543,0.00715470888479012,0.0,0.0
PID,34.100000000000215,0.013405409140939628,0.012622971711141982,0.0,0.0
PID,34.200000000000216,0.015428768631609772,0.020233594906701437,0.0,0.0
PID,34.30000000000022,0.01567205684962674,0.002432882180169689,0.0,0.0
PID,34.40000000000022,0.016552504632456333,0.00880447782829593,0.0,0.0
PID,34.50000000000022,0.017678056999133423,0.011255523666770904,0.0,0.0
PID,34.60000000000022,0.01960528222440833,0.019272252252749065,0.0,0.0
PID,34.70000000000022,0.020118274325907327,0.0051299210149899546,0.0,0.0
PID,34.800000000000225,0.021743841393559546,0.01625567067652218,0.0,0.0
PID,34.900000000000226,0.023384603206508328,0.01640761812948783,0.0,0.0
PID,35.00000000000023,0.02519450631466859,0.018099031081602646,0.0,0.0
PID,35.10000000000023,0.02663453999952361,0.01440033684855017,0.0,0.0
PID,35.20000000000023,0.027159897262693213,0.005253572631696056,0.0,0.0
PID,35.30000000000023,0.02925147366282474,0.02091576400131527,0.0,0.0
PID,35.40000000000023,0.02980409485129073,0.005526211884659906,0.0,0.0
PID,35.500000000000234,0.029291508232459688,-0.005125866188310398,0.0,0.0
PID,35.600000000000236,0.02942502894192786,0.0013352070946817422,0.0,0.0
PID,35.70000000000024,0.0279181575854753,-0.015068713564525618,0.0,0.0
PID,35.80000000000024,0.025300982860158576,-0.02617174725316722,0.0,0.0
PID,35.90000000000024,0.023571540675972183,-0.017294421841863913,0.0,0.0
PID,36.00000000000024,0.01983196042218237,-0.037395802537898114,0.0,0.0
PID,36.10000000000024,0.015968408916771426,-0.03863551505410945,0.0,0.0
PID,36.200000000000244,0.01306657478552738,-0.02901834131244045,0.0,0.0
PID,36.300000000000246,0.008538040393402349,-0.045285343921250304,0.0,0.0
PID,36.40000000000025,0.0048558632929990644,-0.03682177100403285,0.0,0.0
PID,36.50000000000025,0.00045086313634734327,-0.04405000156651721,0.0,0.0
PID,36.60000000000025,-0.005222543009445888,-0.05673406145793231,0.0,0.0
PID,36.70000000000025,-0.010064807642684415,-0.04842264633238527,0.0,0.0
PID,36.80000000000025,-0.0158421712289578,-0.05777363586273385,0.0,0.0
PID,36.900000000000254,-0.021371903938678855,-0.055297327097210545,0.0,0.0
PID,37.000000000000256,-0.026842475472199943,-0.05470571533521089,0.0,0.0
PID,37.10000000000026,-0.03144555548437214,-0.04603080012172197,0.0,0.0
PID,37.20000000000026,-0.03726252188959445,-0.05816966405222308,0.0,0.0
PID,37.30000000000026,-0.043445816625542664,-0.06183294735948215,0.0,0.0
PID,37.40000000000026,-0.04888622973806227,-0.054404131125196036,0.0,0.0
PID,37.50000000000026,-0.05462162639665155,-0.05735396658589284,0.0,0.0
PID,37.600000000000264,-0.05950100354913466,-0.04879377152483107,0.0,0.0
PID,37.700000000000266,-0.06360899510134982,-0.04107991552215168,0.0,0.0
PID,37.80000000000027,-0.06440665657822561,-0.007976614768757918,0.0,0.0
PID,37.90000000000027,-0.06485401962972441,-0.0044736305149879665,0.0,0.0
PID,38.00000000000027,-0.06460929921474455,0.002447204149798569,0.0,0.0
PID,38.10000000000027,-0.06358925663478186,0.01020042579962688,0.0,0.0
PID,38.20000000000027,-0.06124018646124268,0.02349070173539184,0.0,0.0
PID,38.300000000000274,-0.0581471179091416,0.030930685521010776,0.0,0.0
PID,38.400000000000276,-0.054547180767440105,0.03599937141701497,0.0,0.0
PID,38.50000000000028,-0.05086545839404624,0.03681722373393862,0.0,0.0
PID,38.60000000000028,-0.044650225242598124,0.06215233151448114,0.0,0.0
PID,38.70000000000028,-0.03829850385853587,0.06351721384062249,0.0,0.0
PID,38.80000000000028,-0.03089599127350897,0.074025125850269,0.0,0.0
PID,38.90000000000028,-0.024542098673580343,0.06353892599928629,0.0,0.0
PID,39.000000000000284,-0.017749135817052425,0.06792962856527919,0.0,0.0
PID,39.100000000000286,-0.010940040804314334,0.06809095012738091,0.0,0.0
PID,39.20000000000029,-0.003446426372372812,0.07493614431941521,0.0,0.0
PID,39.30000000000029,0.00444423991410574,0.07890666286478551,0.0,0.0
PID,39.40000000000029,0.013459280594159564,0.09015040680053824,0.0,0.0
PID,39.50000000000029,0.022472851237176412,0.09013570643016848,0.0,0.0
PID,39.60000000000029,0.031706275210190205,0.0923342397301379,0.0,0.0
PID,39.700000000000294,0.040043309542683474,0.08337034332493269,0.0,0.0
PID,39.800000000000296,0.04905957254950699,0.09016263006823513,0.0,0.0
PID,39.9000000000003,0.05683946760440692,0.0777989505489993,0.0,0.0
PID,40.0000000000003,0.06443322706732268,0.0759375946291576,0.0,0.0
PID,40.1000000000003,0.07178023646282476,0.07347009395502072,0.0,0.0
PID,40.2000000000003,0.08018984287975546,0.08409606416930704,0.0,0.0
PID,40.3000000000003,0.08692121847489899,0.06731375595143524,0.0,0.0
PID,40.400000000000304,0.09581034081805406,0.08889122343155076,0.0,0.0
PID,40.500000000000306,0.10360916169636673,0.07798820878312675,0.0,0.0
PID,40.60000000000031,0.11178654360583788,0.08177381909471151,0.0,0.0
PID,40.70000000000031,0.11863077047120242,0.06844226865364543,0.0,0.0
PID,40.80000000000031,0.12634134668646013,0.07710576215257711,0.0,0.0
PID,40.90000000000031,0.13358769089259523,0.07246344206135086,0.0,0.0
PID,41.00000000000031,0.1390241875760599,0.05436496683464649,0.0,0.0
PID,41.100000000000314,0.1446133136998655,0.055891261238056066,0.0,0.0
PID,41.200000000000315,0.1503806164867422,0.05767302786876706,0.0,0.0
PID,41.30000000000032,0.15593234962971922,0.05551733142977035,0.0,0.0
PID,41.40000000000032,0.15889150537337662,0.029591557436573913,0.0,0.0
PID,41.50000000000032,0.1610071086639647,0.02115603290588066,0.0,0.0
PID,41.60000000000032,0.16153298658597035,0.0052587792200565996,0.0,0.0
PID,41.70000000000032,0.16006699706996164,-0.014659895160087106,0.0,0.0
PID,41.800000000000324,0.15618546514315226,-0.038815319268093715,0.0,0.0
PID,41.900000000000325,0.151137546119405,-0.05047919023747259,0.0,0.0
PID,42.00000000000033,0.14726304138732166,-0.03874504732083338,0.0,0.0
PID,42.10000000000033,0.14243646959478948,-0.04826571792532189,0.0,0.0
PID,42.20000000000033,0.13749029030358756,-0.04946179291201927,0.0,0.0
PID,42.30000000000033,0.1310799468223377,-0.0641034348124985,0.0,0.0
PID,42.40000000000033,0.1232040551979645,-0.07875891624373206,0.0,0.0
PID,42.500000000000334,0.11497432916831866,-0.08229726029645837,0.0,0.0
PID,42.600000000000335,0.10521009671205939,-0.09764232456259272,0.0,0.0
PID,42.70000000000034,0.09540270434696899,-0.09807392365090402,0.0,0.0
PID,42.80000000000034,0.08574005177867333,-0.0966265256829566,0.0,0.0
PID,42.90000000000034,0.0758017854652998,-0.09938266313373531,0.0,0.0
PID,43.00000000000034,0.06527577054263758,-0.10526014922662212,0.0,0.0
PID,43.10000000000034,0.05437009479510172,-0.10905675747535865,0.0,0.0
PID,43.200000000000344,0.0439997928485666,-0.1037030194653512,0.0,0.0
PID,43.300000000000345,0.034602878374981355,-0.09396914473585248,0.0,0.0
PID,43.40000000000035,0.02574132929764276,-0.08861549077338593,0.0,0.0
PID,43.50000000000035,0.016294894166313814,-0.09446435131328947,0.0,0.0
PID,43.60000000000035,0.0056655432281163855,-0.10629350938197428,0.0,0.0
PID,43.70000000000035,-0.0038968990877090437,-0.09562442315825428,0.0,0.0
PID,43.80000000000035,-0.012501143908480375,-0.08604244820771331,0.0,0.0
PID,43.900000000000354,-0.021217638756287377,-0.08716494847807,0.0,0.0
PID,44.000000000000355,-0.03299186698585993,-0.11774228229572556,0.0,0.0
PID,44.10000000000036,-0.04170915866788793,-0.08717291682027997,0.0,0.0
PID,44.20000000000036,-0.05105230844390021,-0.0934314977601228,0.0,0.0
PID,44.30000000000036,-0.06188717525803242,-0.10834866814132207,0.0,0.0
PID,44.40000000000036,-0.07082956057961559,-0.08942385321583174,0.0,0.0
PID,44.50000000000036,-0.0772018964557401,-0.06372335876124506,0.0,0.0
PID,44.600000000000364,-0.08241283351684837,-0.05210937061108267,0.0,0.0
PID,44.700000000000365,-0.08667807691468085,-0.042652433978324814,0.0,0.0
PID,44.80000000000037,-0.08899547299345141,-0.023173960787705603,0.0,0.0
PID,44.90000000000037,-0.09014610769206832,-0.011506346986169131,0.0,0.0
PID,45.00000000000037,-0.0901833701322344,-0.0003726244016607951,0.0,0.0
PID,45.10000000000037,-0.08968393517886523,0.004994349533691676,0.0,0.0
PID,45.20000000000037,-0.08887129981352779,0.008126353653374465,0.0,0.0
PID,45.300000000000374,-0.08907313151127311,-0.0020183169774531644,0.0,0.0
PID,45.400000000000375,-0.0881520565111031,0.00921075000170007,0.0,0.0
PID,45.50000000000038,-0.08749569097071117,0.006563655403919382,0.0,0.0
PID,45.60000000000038,-0.08615257167187561,0.013431192988355562,0.0,0.0
PID,45.70000000000038,-0.08557525147744827,0.005773201944273368,0.0,0.0
PID,45.80000000000038,-0.08384309979504076,0.017321516824075043,0.0,0.0
PID,45.90000000000038,-0.08115714328896895,0.026859565060718144,0.0,0.0
PID,46.000000000000384,-0.07706661215852426,0.04090531130444684,0.0,0.0
PID,46.100000000000385,-0.07355978084864093,0.03506831309883335,0.0,0.0
PID,46.20000000000039,-0.06842043605453275,0.05139344794108168,0.0,0.0
PID,46.30000000000039,-0.06303747660373699,0.05382959450795773,0.0,0.0
PID,46.40000000000039,-0.05605649615637982,0.0698098044735716,0.0,0.0
PID,46.50000000000039,-0.050246061674300124,0.05810434482079695,0.0,0.0
PID,46.60000000000039,-0.04462039338467064,0.0562566828962949,0.0,0.0
PID,46.700000000000394,-0.038780729606614495,0.05839663778056143,0.0,0.0
PID,46.800000000000395,-0.034226203944707205,0.045545256619072896,0.0,0.0
PID,46.9000000000004,-0.029997152664484553,0.04229051280222651,0.0,0.0
PID,47.0000000000004,-0.026042943859969185,0.039542088045153696,0.0,0.0
PID,47.1000000000004,-0.0207606976924378,0.05282246167531386,0.0,0.0
PID,47.2000000000004,-0.012852464692229143,0.07908233000208656,0.0,0.0
PID,47.3000000000004,-0.005783169568414725,0.07069295123814417,0.0,0.0
PID,47.400000000000404,0.0018315175188128412,0.07614687087227566,0.0,0.0
PID,47.500000000000405,0.008334401542719137,0.06502884023906295,0.0,0.0
PID,47.600000000000406,0.014844199308441521,0.06509797765722383,0.0,0.0
PID,47.70000000000041,0.020854318987293827,0.060101196788523034,0.0,0.0
PID,47.80000000000041,0.02566381945073361,0.04809500463439783,0.0,0.0
PID,47.90000000000041,0.03154290985298482,0.058790904022512094,0.0,0.0
PID,48.00000000000041,0.03582186160726598,0.042789517542811545,0.0,0.0
PID,48.10000000000041,0.038143334950950646,0.023214733436846692,0.0,0.0
PID,48.200000000000415,0.039904687363707864,0.017613524127572205,0.0,0.0
PID,48.300000000000416,0.04122406080144031,0.013193734377324452,0.0,0.0
PID,48.40000000000042,0.04199073687664192,0.007666760752016128,0.0,0.0
PID,48.50000000000042,0.04474648437390024,0.02755747497258319,0.0,0.0
PID,48.60000000000042,0.04709870749028394,0.02352223116383705,0.0,0.0
PID,48.70000000000042,0.049670438769239815,0.025717312789558758,0.0,0.0
PID,48.80000000000042,0.05072401690830453,0.010535781390647175,0.0,0.0
PID,48.900000000000425,0.05030756502823207,-0.004164518800724631,0.0,0.0
PID,49.000000000000426,0.049382909275559966,-0.009246557526720987,0.0,0.0
PID,49.10000000000043,0.047288982831436704,-0.02093926444123262,0.0,0.0
PID,49.20000000000043,0.04500689561469245,-0.022820872167442552,0.0,0.0
PID,49.30000000000043,0.04015206705058375,-0.04854828564108696,0.0,0.0
PID,49.40000000000043,0.0364092655901061,-0.03742801460477653,0.0,0.0
PID,49.50000000000043,0.0324774906972713,-0.039317748928347995,0.0,0.0
PID,49.600000000000435,0.029187418466406257,-0.032900722308650446,0.0,0.0
PID,49.700000000000436,0.02667501442483622,-0.025124040415700363,0.0,0.0
PID,49.80000000000044,0.024247981259834434,-0.02427033165001786,0.0,0.0
PID,49.90000000000044,0.02149109818601396,-0.02756883073820473,0.0,0.0
PID,50.00000000000044,0.019765425305956597,-0.017256728800573665,0.0,0.0
ENTRO-CORE (Linear),0.0,1.0,0.2,0.0,0.0
ENTRO-CORE (Linear),0.1,1.015793744884912,0.1579374488491187,0.11412828753276745,0.11412828753276745
ENTRO-CORE (Linear),0.2,1.0307007238750674,0.14906978990155456,0.4143580494479677,0.4143580494479677
ENTRO-CORE (Linear),0.30000000000000004,1.0423320513237213,0.1163132744865396,0.21457460651062182,0.21457460651062182
ENTRO-CORE (Linear),0.4,1.0501834326821458,0.07851381358424538,0.21474337005853716,0.21474337005853716
ENTRO-CORE (Linear),0.5,1.0536597752021855,0.03476342520039723,0.2148570967522786,0.2148570967522786
ENTRO-CORE (Linear),0.6,1.051635090236446,-0.02024684965739476,0.21433446466683936,0.21433446466683936
ENTRO-CORE (Linear),0.7,1.043478633113437,-0.08156457123008981,0.0,0.0
ENTRO-CORE (Linear),0.7999999999999999,1.0301650048572015,-0.13313628256235277,0.0,0.0
ENTRO-CORE (Linear),0.8999999999999999,1.0124616597512563,-0.1770334510594523,0.0,0.0
ENTRO-CORE (Linear),0.9999999999999999,0.989312289445402,-0.23149370305854347,0.0,0.0
ENTRO-CORE (Linear),1.0999999999999999,0.960442813197846,-0.28869476247555925,0.0,0.0
ENTRO-CORE (Linear),1.2,0.9270376141182287,-0.33405199079617254,0.0,0.0
ENTRO-CORE (Linear),1.3,0.8904808104056784,-0.36556803712550306,0.0,0.0
ENTRO-CORE (Linear),1.4000000000000001,0.8490137655960628,-0.4146704480961556,0.0,0.0
ENTRO-CORE (Linear),1.5000000000000002,0.8034833141782818,-0.45530451417781026,0.0,0.0
ENTRO-CORE (Linear),1.6000000000000003,0.7558971833526302,-0.4758613082565157,0.0,0.0
ENTRO-CORE (Linear),1.7000000000000004,0.7062835271408449,-0.49613656211785356,0.0,0.0
ENTRO-CORE (Linear),1.8000000000000005,0.6556482608367306,-0.5063526630411427,0.0,0.0
ENTRO-CORE (Linear),1.9000000000000006,0.605086826517093,-0.5056143431963757,0.0,0.0
ENTRO-CORE (Linear),2.0000000000000004,0.5531213205714813,-0.5196550594561162,0.008274859618923547,0.008274859618923547
ENTRO-CORE (Linear),2.1000000000000005,0.5016021878316373,-0.5151913273984396,0.0,0.0
ENTRO-CORE (Linear),2.2000000000000006,0.44876205713729717,-0.5284013069434018,0.006706733310285262,0.006706733310285262
ENTRO-CORE (Linear),2.3000000000000007,0.3948100233150201,-0.539520338222771,0.0,0.0
ENTRO-CORE (Linear),2.400000000000001,0.34005717105784183,-0.5475285225717822,0.0,0.0
ENTRO-CORE (Linear),2.500000000000001,0.2862504415467221,-0.5380672951111974,0.0,0.0
ENTRO-CORE (Linear),2.600000000000001,0.23336315590008208,-0.5288728564663999,0.0033983732808915423,0.0033983732808915423
ENTRO-CORE (Linear),2.700000000000001,0.18018049226366745,-0.5318266363641463,0.002576655531291161,0.002576655531291161
ENTRO-CORE (Linear),2.800000000000001,0.12852117925083095,-0.5165931301283649,0.0,0.0
ENTRO-CORE (Linear),2.9000000000000012,0.0783018487122108,-0.5021933053862014,0.0009370659216323685,0.0009370659216323685
ENTRO-CORE (Linear),3.0000000000000013,0.0287527070643563,-0.49549141647854494,0.00014672585631755886,0.00014672585631755886
ENTRO-CORE (Linear),3.1000000000000014,-0.02088889046117045,-0.4964159752552675,0.0,0.0
ENTRO-CORE (Linear),3.2000000000000015,-0.06886831503417921,-0.4797942457300876,0.0,0.0
ENTRO-CORE (Linear),3.3000000000000016,-0.11516977861596334,-0.46301463581784114,0.0,0.0
ENTRO-CORE (Linear),3.4000000000000017,-0.1583052714885348,-0.4313549287257144,0.0,0.0
ENTRO-CORE (Linear),3.5000000000000018,-0.19846185204602618,-0.40156580557491384,0.0,0.0
ENTRO-CORE (Linear),3.600000000000002,-0.23669242527417764,-0.3823057322815146,0.0,0.0
ENTRO-CORE (Linear),3.700000000000002,-0.2720754705619768,-0.3538304528779916,0.0,0.0
ENTRO-CORE (Linear),3.800000000000002,-0.30507633803725226,-0.33000867475275486,0.0,0.0
ENTRO-CORE (Linear),3.900000000000002,-0.3360671201583792,-0.30990782121126953,0.0,0.0
ENTRO-CORE (Linear),4.000000000000002,-0.3657531265830238,-0.29686006424644584,0.0,0.0
ENTRO-CORE (Linear),4.100000000000001,-0.3916991491942195,-0.25946022611195735,0.0,0.0
ENTRO-CORE (Linear),4.200000000000001,-0.41618766864970574,-0.24488519455486268,0.0,0.0
ENTRO-CORE (Linear),4.300000000000001,-0.43722167818267077,-0.21034009532965037,0.0,0.0
ENTRO-CORE (Linear),4.4,-0.4547282444301548,-0.17506566247484012,0.0,0.0
ENTRO-CORE (Linear),4.5,-0.46904268165865404,-0.14314437228499216,0.0,0.0
ENTRO-CORE (Linear),4.6,-0.4793157027770891,-0.10273021118435069,0.0,0.0
ENTRO-CORE (Linear),4.699999999999999,-0.48747395069067395,-0.08158247913584851,0.0,0.0
ENTRO-CORE (Linear),4.799999999999999,-0.49311971375932323,-0.05645763068649286,0.0,0.0
