controller,time,psi,u
PID,15.59999999999996,0.025517858024390962,0.0
PID,15.69999999999996,0.03055532455392059,0.0
PID,15.79999999999996,0.035962791153424795,0.0
PID,15.89999999999996,0.0407383957441933,0.0
PID,15.99999999999996,0.045276942775727635,0.0
PID,16.09999999999996,0.04894753612328853,0.0
PID,16.19999999999996,0.05235434730835426,0.0
PID,16.29999999999996,0.054856474427911674,0.0
PID,16.399999999999963,0.05675848971887284,0.0
PID,16.499999999999964,0.05814266113443032,0.0
PID,16.599999999999966,0.05963002198065487,0.0
PID,16.699999999999967,0.06097353287536442,0.0
PID,16.79999999999997,0.06164799789960406,0.0
PID,16.89999999999997,0.06192055201459966,0.0
PID,16.99999999999997,0.06184593014603707,0.0
PID,17.099999999999973,0.06144037806000859,0.0
PID,17.199999999999974,0.06028801565046539,0.0
PID,17.299999999999976,0.05925819894518221,0.0
PID,17.399999999999977,0.05807797159815605,0.0
PID,17.49999999999998,0.056719421809419204,0.0
PID,17.59999999999998,0.056352658816311026,0.0
PID,17.69999999999998,0.055468324262884026,0.0
PID,17.799999999999983,0.05466308297533763,0.0
PID,17.899999999999984,0.05284110994633265,0.0
PID,17.999999999999986,0.05174696719039053,0.0
PID,18.099999999999987,0.04996216682287161,0.0
PID,18.19999999999999,0.04746223442966135,0.0
PID,18.29999999999999,0.044693780317455425,0.0
PID,18.39999999999999,0.041300921949738244,0.0
PID,18.499999999999993,0.03718037787212465,0.0
PID,18.599999999999994,0.0333690513710672,0.0
PID,18.699999999999996,0.02983198905273051,0.0
PID,18.799999999999997,0.02625500821691185,0.0
PID,18.9,0.022466959896372745,0.0
PID,19.0,0.018999322009114496,0.0
PID,19.1,0.01522369483456455,0.0
PID,19.200000000000003,0.011114507883746688,0.0
PID,19.300000000000004,0.007532411572323918,0.0
PID,19.400000000000006,0.003563166213251535,0.0
PID,19.500000000000007,-0.0007404655069489455,0.0
PID,19.60000000000001,-0.004651446508038075,0.0
PID,19.70000000000001,-0.008576959135811909,0.0
PID,19.80000000000001,-0.012838586526712915,0.0
PID,19.900000000000013,-0.01698929272504374,0.0
PID,20.000000000000014,-0.021062341993160004,0.0
PID,20.100000000000016,-0.025272616086990232,0.0
